,title,publish,view_count,like_count,day_of_week,day_name
419,"The Pat McAfee Show | Tuesday December 15th, 2020",2020-12-15 20:34:41+00:00,293412,5486,1,Tuesday
420,"The Pat McAfee Show | Monday December 14th, 2020",2020-12-14 20:14:58+00:00,243430,3615,0,Monday
421,"The Pat McAfee Show | Friday December 11th, 2020",2020-12-11 20:16:43+00:00,257122,4406,4,Friday
422,"The Pat McAfee Show | Thursday December 10th, 2020",2020-12-10 20:14:44+00:00,182538,3326,3,Thursday
423,"The Pat McAfee Show | Wednesday December 9th, 2020",2020-12-09 20:14:47+00:00,208740,3288,2,Wednesday
424,"The Pat McAfee Show | Tuesday December  8th, 2020",2020-12-08 20:12:55+00:00,285518,5437,1,Tuesday
425,"The Pat McAfee Show | Monday December 7th, 2020",2020-12-07 20:16:51+00:00,268046,4457,0,Monday
426,"The Pat McAfee Show | Friday December 4th, 2020",2020-12-04 20:16:40+00:00,223670,3599,4,Friday
427,"The Pat McAfee Show | Thursday December 3rd, 2020",2020-12-03 20:39:15+00:00,196867,2917,3,Thursday
428,"The Pat McAfee Show | Wednesday December 2nd, 2020",2020-12-02 20:35:19+00:00,174363,3125,2,Wednesday
429,"The Pat McAfee Show | Tuesday December 1st, 2020",2020-12-01 21:17:10+00:00,331259,5062,1,Tuesday
430,"The Pat McAfee Show | Monday November 30th, 2020",2020-11-30 20:39:59+00:00,267102,4301,0,Monday
431,"The Pat McAfee Show | Friday November 27th, 2020",2020-11-27 20:42:43+00:00,234553,3746,4,Friday
432,"The Pat McAfee Show | Wednesday November 25th, 2020",2020-11-25 20:27:06+00:00,196338,3591,2,Wednesday
433,"The Pat McAfee Show | Tuesday November 24th, 2020",2020-11-24 20:51:37+00:00,268439,4711,1,Tuesday
434,"The Pat McAfee Show | Monday November 23rd, 2020",2020-11-23 20:18:15+00:00,260041,4041,0,Monday
435,"The Pat McAfee Show | Friday November 20th, 2020",2020-11-20 20:35:41+00:00,226453,3306,4,Friday
436,"The Pat McAfee Show | Thursday November 19th, 2020",2020-11-19 20:20:30+00:00,180697,3024,3,Thursday
437,"The Pat McAfee Show | Wednesday November 18th, 2020",2020-11-18 20:24:36+00:00,178828,3000,2,Wednesday
438,"The Pat McAfee Show | Tuesday November 17th, 2020",2020-11-17 20:28:16+00:00,267435,4884,1,Tuesday
439,"The Pat McAfee Show | Monday November 16th, 2020",2020-11-16 20:21:35+00:00,232836,3691,0,Monday
440,"The Pat McAfee Show | Friday November 13th, 2020",2020-11-13 20:18:53+00:00,202773,3010,4,Friday
441,"The Pat McAfee Show | Thursday November 12th, 2020",2020-11-12 20:24:29+00:00,172996,2870,3,Thursday
442,"The Pat McAfee Show | Wednesday November 11th, 2020",2020-11-11 20:23:57+00:00,187682,3149,2,Wednesday
443,"The Pat McAfee Show | Tuesday November 10th, 2020",2020-11-10 20:36:16+00:00,253541,4622,1,Tuesday
444,"The Pat McAfee Show | Monday November 9th, 2020",2020-11-09 20:29:08+00:00,235747,3858,0,Monday
445,"The Pat McAfee Show | Friday November 6th, 2020",2020-11-06 20:34:52+00:00,218403,3882,4,Friday
446,"The Pat McAfee Show | Thursday November 5th, 2020",2020-11-05 20:30:15+00:00,192946,3136,3,Thursday
447,"The Pat McAfee Show | Wednesday November 4th, 2020",2020-11-04 20:19:16+00:00,198155,3171,2,Wednesday
448,"The Pat McAfee Show | November 3rd, 2020",2020-11-03 20:18:19+00:00,248024,3792,1,Tuesday
449,"The Pat McAfee Show | Monday November 2nd, 2020",2020-11-02 20:16:51+00:00,222593,4031,0,Monday
450,"The Pat McAfee Show | Friday October 30th, 2020",2020-10-30 19:21:42+00:00,191684,3200,4,Friday
451,"The Pat McAfee Show | Thursday October 29th, 2020",2020-10-29 19:15:32+00:00,190920,3374,3,Thursday
452,"The Pat McAfee Show | Wednesday October 28th, 2020",2020-10-28 19:39:59+00:00,191208,3201,2,Wednesday
453,"The Pat McAfee Show | Tuesday October 27th, 2020",2020-10-27 20:00:00+00:00,311529,2826,1,Tuesday
454,"The Pat McAfee Show | Monday October 26th, 2020",2020-10-26 19:52:54+00:00,309775,5605,0,Monday
455,"The Pat McAfee Show | Friday October 23rd, 2020",2020-10-23 19:17:23+00:00,214956,3422,4,Friday
456,"The Pat McAfee Show | Thursday October 22nd, 2020",2020-10-22 19:27:57+00:00,220193,3824,3,Thursday
457,"The Pat McAfee Show | Wednesday October 21st, 2020",2020-10-21 19:32:03+00:00,189620,3260,2,Wednesday
458,"The Pat McAfee Show | Tuesday October 20th, 2020",2020-10-20 19:16:26+00:00,270881,5327,1,Tuesday
459,"The Pat McAfee Show | Monday October 19th, 2020",2020-10-19 19:23:30+00:00,255211,4081,0,Monday
460,"The Pat McAfee Show | October 16th, 2020",2020-10-16 19:22:29+00:00,247064,3649,4,Friday
461,"The Pat McAfee Show | Thursday October 15th, 2020",2020-10-15 19:29:16+00:00,184545,3298,3,Thursday
462,"The Pat McAfee Show | Wednesday October 14th, 2020",2020-10-14 19:20:47+00:00,197944,3569,2,Wednesday
463,"The Pat McAfee Show | October 13th, 2020",2020-10-13 19:27:53+00:00,291133,5477,1,Tuesday
464,"The Pat McAfee Show | October 12th, 2020",2020-10-12 19:16:17+00:00,282702,4763,0,Monday
465,"The Pat McAfee Show | Friday October 9th, 2020",2020-10-09 19:28:59+00:00,216900,4090,4,Friday
466,"The Pat McAfee Show | Thursday October 8th, 2020",2020-10-08 19:19:12+00:00,203635,3558,3,Thursday
467,"You Got Us To 1 Million Subs, We Want To Give You $100,000",2020-10-07 16:40:18+00:00,78052,4907,2,Wednesday
468,"The Pat McAfee Show | Wednesday October 7th, 2020",2020-10-07 19:47:22+00:00,229906,4224,2,Wednesday
469,"The Pat McAfee Show | Tuesday October 6th, 2020",2020-10-06 19:53:43+00:00,373524,7505,1,Tuesday
470,"The Pat McAfee Show | Monday October 5th, 2020",2020-10-05 19:26:01+00:00,222158,5582,0,Monday
471,"The Pat McAfee Show | October 2nd, 2020",2020-10-02 19:35:15+00:00,191197,3365,4,Friday
472,"The Pat McAfee Show | Thursday October 1st, 2020",2020-10-01 19:37:48+00:00,179988,3165,3,Thursday
473,"The Pat McAfee Show | Wednesday September 30th, 2020",2020-09-30 19:34:12+00:00,211194,3616,2,Wednesday
474,"The Pat McAfee Show | Tuesday September 29th, 2020",2020-09-29 19:39:30+00:00,284542,6182,1,Tuesday
475,"The Pat McAfee Show | Monday September 28th, 2020",2020-09-28 19:40:35+00:00,247078,4393,0,Monday
476,"The Pat McAfee Show | Friday September 25th, 2020",2020-09-25 19:15:26+00:00,165402,3154,4,Friday
477,"The Pat McAfee Show | Thursday September 24th, 2020",2020-09-24 19:17:44+00:00,191491,3404,3,Thursday
478,"The Pat McAfee Show | Wednesday September 23rd, 2020",2020-09-23 19:20:18+00:00,194880,3552,2,Wednesday
479,"The Pat McAfee Show | Tuesday September 22nd, 2020",2020-09-22 20:32:41+00:00,488614,3584,1,Tuesday
480,"The Pat McAfee Show | Monday September 21st, 2020",2020-09-21 19:17:44+00:00,266627,5277,0,Monday
481,"The Pat McAfee Show | Friday September 18th, 2020",2020-09-18 19:31:54+00:00,184724,3699,4,Friday
482,"The Pat McAfee Show | Thursday September 17th, 2020",2020-09-17 19:16:04+00:00,167207,5302,3,Thursday
483,"The Pat McAfee Show | Wednesday September 16th, 2020",2020-09-16 19:19:49+00:00,193396,3474,2,Wednesday
484,"The Pat McAfee Show | Tuesday September 15th, 2020",2020-09-15 19:34:42+00:00,293006,5817,1,Tuesday
485,"The Pat McAfee Show | Monday September 14th, 2020",2020-09-14 19:17:45+00:00,288539,5904,0,Monday
486,"The Pat McAfee Show | Friday September 11th, 2020",2020-09-11 19:21:21+00:00,214305,4109,4,Friday
487,"The Pat McAfee Show | Thursday September 10th, 2020",2020-09-10 19:48:42+00:00,212793,3934,3,Thursday
488,"The Pat McAfee Show | Wednesday September 9th, 2020",2020-09-09 20:06:56+00:00,222659,5471,2,Wednesday
489,"The Pat McAfee Show | Tuesday September 8th, 2020",2020-09-08 17:39:23+00:00,153619,2972,1,Tuesday
490,"The Pat McAfee Show | Friday September 4th, 2020",2020-09-04 19:31:31+00:00,177974,3136,4,Friday
491,"The Pat McAfee Show | Thursday September 3rd, 2020",2020-09-03 19:26:46+00:00,175853,3459,3,Thursday
492,"The Pat McAfee Show | September 2nd, 2020",2020-09-02 18:46:45+00:00,150078,3154,2,Wednesday
493,"The Pat McAfee Show | September 1st, 2020",2020-09-01 19:26:00+00:00,172645,3389,1,Tuesday
494,"The Pat McAfee Show | Monday August 31, 2020",2020-08-31 19:38:16+00:00,171810,4107,0,Monday
495,"The Pat McAfee Show | Friday August 28th, 2020",2020-08-28 16:12:30+00:00,108666,2017,4,Friday
496,"The Pat McAfee Show | Thursday August 27, 2020",2020-08-27 16:06:37+00:00,107970,2194,3,Thursday
497,Pat McAfee Was Kicked Out Of A NBA Virtual Crowd for the Rockets vs Mavericks.,2020-08-26 17:15:03+00:00,432324,7960,2,Wednesday
498,"The Pat McAfee Show | Wednesday August 26th, 2020",2020-08-26 16:22:18+00:00,107482,2420,2,Wednesday
499,"The Pat McAfee Show | Tuesday August 25th, 2020",2020-08-25 16:08:45+00:00,93583,2187,1,Tuesday
500,"The Pat McAfee Show | Monday August 24th, 2020",2020-08-24 17:00:24+00:00,165074,5327,0,Monday
501,"The Pat McAfee Show | Friday August 21st, 2020",2020-08-21 17:22:43+00:00,120483,2434,4,Friday
502,"The Pat McAfee Show | Thursday August 20th, 2020",2020-08-20 16:44:55+00:00,109511,2071,3,Thursday
503,"The Pat McAfee Show | Wednesday August 19th, 2020",2020-08-19 16:52:42+00:00,106494,2461,2,Wednesday
504,"The Pat McAfee Show | Tuesday August 18th, 2020",2020-08-18 17:14:07+00:00,125281,2310,1,Tuesday
505,"The Pat McAfee Show | Monday August 17th, 2020",2020-08-17 17:03:41+00:00,118295,2491,0,Monday
506,"The Pat McAfee Show | Friday August 14th, 2020",2020-08-14 17:42:25+00:00,134907,2883,4,Friday
507,"The Pat McAfee Show | Thursday August 13th, 2020",2020-08-13 16:36:20+00:00,131526,2428,3,Thursday
508,"The Pat McAfee Show | Wednesday August 12th, 2020",2020-08-12 16:13:53+00:00,114994,2384,2,Wednesday
509,"The Pat McAfee Show | Tuesday August 11th, 2020",2020-08-11 16:22:11+00:00,136223,2721,1,Tuesday
510,"The Pat McAfee Show | Monday August 10th, 2020",2020-08-10 16:32:09+00:00,161460,3225,0,Monday
511,"The Pat McAfee Show | Thursday July 30th, 2020",2020-07-30 16:20:21+00:00,188676,5771,3,Thursday
512,"The Pat McAfee Show | Wednesday July 29th, 2020",2020-07-29 16:16:53+00:00,160989,3481,2,Wednesday
513,"The Pat McAfee Show | Tuesday July 28th, 2020",2020-07-28 16:03:47+00:00,135742,3201,1,Tuesday
514,"The Pat McAfee Show | Monday July 27th, 2020",2020-07-27 16:23:58+00:00,161097,3235,0,Monday
515,"The Pat McAfee Show | Friday July 24th, 2020",2020-07-24 16:10:04+00:00,173115,3221,4,Friday
516,Pat McAfee's Opening Day Watch Along,2020-07-24 01:42:18+00:00,186271,3751,4,Friday
517,"The Pat McAfee Show | Thursday July 23rd, 2020",2020-07-23 16:17:12+00:00,247871,3813,3,Thursday
518,"The Pat McAfee Show | Wednesday July 22nd, 2020",2020-07-22 16:28:30+00:00,153933,3043,2,Wednesday
519,"The Pat McAfee Show | Tuesday July 21st, 2020",2020-07-21 16:03:56+00:00,146709,2568,1,Tuesday
520,"The Pat McAfee Show | Monday July 20th, 2020",2020-07-20 16:13:46+00:00,133981,2578,0,Monday
521,"The Pat McAfee Show | Friday July 17th, 2020",2020-07-17 16:13:11+00:00,158557,3149,4,Friday
522,"The Pat McAfee Show | Thursday July 16th, 2020",2020-07-16 16:03:32+00:00,148465,2248,3,Thursday
523,"The Pat McAfee Show | Wednesday July 15th, 2020",2020-07-15 16:11:50+00:00,121117,2314,2,Wednesday
524,The Pat McAfee Show | Tuesday July 14th,2020-07-14 16:03:49+00:00,121381,2137,1,Tuesday
525,"The Pat McAfee Show | Monday July 13th, 2020",2020-07-13 16:28:37+00:00,168950,3042,0,Monday
526,"The Pat McAfee Show | Friday July 10th, 2020",2020-07-10 16:02:42+00:00,135871,2292,4,Friday
527,"The Pat McAfee Show | Thursday July 9th, 2020",2020-07-09 16:03:26+00:00,136508,2503,3,Thursday
528,"The Pat McAfee Show | Wednesday July 8th, 2020",2020-07-08 16:23:36+00:00,154041,4790,2,Wednesday
529,"The Pat McAfee Show | Tuesday July 7th, 2020",2020-07-07 16:06:10+00:00,139803,2458,1,Tuesday
530,"The Pat McAfee Show | Monday July 6th, 2020",2020-07-06 16:51:09+00:00,162742,2547,0,Monday
531,"The Pat McAfee Show | Thursday July 2nd, 2020",2020-07-02 16:19:40+00:00,131106,2267,3,Thursday
532,"The Pat McAfee Show | Wednesday July 1st, 2020",2020-07-01 16:21:58+00:00,130289,2350,2,Wednesday
533,"The Pat McAfee Show | Tuesday June 30th, 2020",2020-06-30 16:23:07+00:00,116132,2337,1,Tuesday
534,"The Pat McAfee Show | Monday June 29th, 2020",2020-06-29 16:24:55+00:00,146613,2902,0,Monday
535,"The Pat McAfee Show | Thursday June 25th, 2020",2020-06-25 16:13:36+00:00,149358,5460,3,Thursday
536,"The Pat McAfee Show | Wednesday June 24th, 2020",2020-06-24 16:24:06+00:00,148318,5389,2,Wednesday
537,"The Pat McAfee Show | Tuesday June 23rd, 2020",2020-06-23 16:11:12+00:00,109135,1673,1,Tuesday
538,"The Pat McAfee Show | Monday June 22nd, 2020",2020-06-22 16:07:30+00:00,109671,1751,0,Monday
539,"The Pat McAfee Show | Thursday June 18th, 2020",2020-06-18 16:14:23+00:00,123260,1966,3,Thursday
540,"The Pat McAfee Show | Wednesday June 17th, 2020",2020-06-17 16:24:28+00:00,110454,1914,2,Wednesday
541,"The Pat McAfee Show | Tuesday, June 16th",2020-06-16 16:04:13+00:00,104504,1657,1,Tuesday
542,"The Pat McAfee Show | Monday June 15th, 2020",2020-06-15 16:21:27+00:00,114175,1687,0,Monday
543,"The Pat McAfee Show | Friday June 12th, 2020",2020-06-12 18:30:01+00:00,99848,1018,4,Friday
544,"The Pat McAfee Show | Thursday June 11th, 2020",2020-06-11 16:34:21+00:00,121587,1870,3,Thursday
545,"The Pat McAfee Show | Wednesday June 10th, 2020",2020-06-10 16:24:02+00:00,128681,2242,2,Wednesday
546,"The Pat McAfee Show | Tuesday June 9th, 2020",2020-06-09 16:18:00+00:00,110689,1869,1,Tuesday
547,"The Pat McAfee Show | Monday June 8th, 2020",2020-06-08 16:09:02+00:00,124474,2047,0,Monday
548,"The Pat McAfee Show | Friday June 5th, 2020",2020-06-05 16:06:02+00:00,163888,2267,4,Friday
549,"The Pat McAfee Show | Thursday, June 4th",2020-06-04 16:04:03+00:00,127633,2186,3,Thursday
550,"The Pat McAfee Show | Wednesday, June 3rd",2020-06-03 16:25:09+00:00,149006,2558,2,Wednesday
551,"The Pat McAfee Show | Monday, June 1st",2020-06-01 16:08:57+00:00,169644,3312,0,Monday
552,"The Pat McAfee Show | Friday, May 29th",2020-05-29 16:14:15+00:00,150396,2297,4,Friday
553,"The Pat McAfee Show | Thursday, May 28th",2020-05-28 16:15:44+00:00,133604,2306,3,Thursday
554,"The Pat McAfee Show | Wednesday May 27th, 2020",2020-05-27 16:17:37+00:00,153125,3379,2,Wednesday
555,"The Pat McAfee Show | Tuesday, May 26th",2020-05-26 16:05:10+00:00,132556,4295,1,Tuesday
556,"The Pat McAfee Show | Monday, May 25th",2020-05-25 16:13:30+00:00,135588,2354,0,Monday
557,"The Pat McAfee Show | Friday, May 22nd",2020-05-22 16:04:01+00:00,141183,2386,4,Friday
558,"The Pat McAfee Show | Thursday, May 21st",2020-05-21 16:17:54+00:00,154739,3534,3,Thursday
559,"The Pat McAfee Show | Wednesday, May 20th",2020-05-20 16:27:37+00:00,151268,2580,2,Wednesday
560,"The Pat McAfee Show | Tuesday, May 19th",2020-05-19 16:10:09+00:00,127612,2107,1,Tuesday
561,"The Pat McAfee Show | Monday, May 18th",2020-05-18 16:11:48+00:00,155104,2129,0,Monday
562,"The Pat McAfee Show | Friday, May 15th",2020-05-15 16:19:45+00:00,166486,2663,4,Friday
563,"The Pat McAfee Show | Thursday, May 14th",2020-05-14 16:04:32+00:00,131975,2142,3,Thursday
564,"The Pat McAfee Show | Wednesday, May 13th",2020-05-13 16:06:39+00:00,164423,2848,2,Wednesday
565,"The Pat McAfee Show | Tuesday, May 12th",2020-05-12 16:08:12+00:00,139725,2349,1,Tuesday
566,"The Pat McAfee Show | Monday, May 11th",2020-05-11 16:05:34+00:00,146655,2320,0,Monday
567,"The Pat McAfee Show | Friday, May 8th",2020-05-08 16:34:21+00:00,177521,2763,4,Friday
568,"The Pat McAfee Show | Thursday, May 7th",2020-05-07 16:06:23+00:00,152820,2447,3,Thursday
569,"The Pat McAfee Show | Wednesday, May 6th",2020-05-06 16:35:44+00:00,161027,2552,2,Wednesday
570,"The Pat McAfee Show | Tuesday, May 5th",2020-05-05 16:10:35+00:00,160092,2314,1,Tuesday
571,"Dalton To The Cowboys, The Last Dance, And More - The Pat McAfee Show | Monday, May 4th",2020-05-04 16:08:28+00:00,168356,2527,0,Monday
572,"The Pat McAfee Show | Friday, May 1st",2020-05-01 16:05:41+00:00,215784,2575,4,Friday
573,"The Pat McAfee Show | Thursday, April 30th",2020-04-30 16:04:39+00:00,158615,2575,3,Thursday
574,"The Pat McAfee Show | Wednesday, April 29th",2020-04-29 16:09:03+00:00,148558,2579,2,Wednesday
575,"The Pat McAfee Show | Tuesday, April 28th",2020-04-28 16:11:26+00:00,131547,2188,1,Tuesday
576,"The Pat McAfee Show | Monday, April 27th",2020-04-27 16:06:36+00:00,148043,2406,0,Monday
577,"The Pat McAfee Show | Friday, April 24th",2020-04-24 16:06:48+00:00,215327,4070,4,Friday
578,"The Pat McAfee Show | Thursday, April 23rd",2020-04-23 16:06:16+00:00,133920,3426,3,Thursday
579,"The Pat McAfee Show | Wednesday, April 22nd",2020-04-22 16:06:26+00:00,116243,2209,2,Wednesday
580,"The Pat McAfee Show | Tuesday, April 21",2020-04-21 16:11:23+00:00,122815,2064,1,Tuesday
581,"The Pat McAfee Show | Monday, April 20th",2020-04-20 16:08:02+00:00,114919,1713,0,Monday
582,"The Pat McAfee Show | Friday, April 17th",2020-04-17 16:07:25+00:00,102415,1725,4,Friday
583,"The Pat McAfee Show | Thursday, April 16th",2020-04-16 16:07:26+00:00,100373,1775,3,Thursday
584,"The Pat McAfee Show | Wednesday, April 15th",2020-04-15 16:13:18+00:00,91825,1528,2,Wednesday
585,"The Pat McAfee Show | Tuesday, April 14th",2020-04-14 16:04:43+00:00,81950,1374,1,Tuesday
586,"The Pat McAfee Show | Monday, April 13th",2020-04-13 16:05:01+00:00,82119,1332,0,Monday
587,"The Pat McAfee Show | Friday, April 10th",2020-04-10 16:07:07+00:00,82383,1520,4,Friday
588,"The Pat McAfee Show | Thursday, April 9th",2020-04-09 16:12:10+00:00,64362,1179,3,Thursday
589,"The Pat McAfee Show | Wednesday, April 8th",2020-04-08 16:22:38+00:00,75278,1177,2,Wednesday
590,"The Pat McAfee Show | Tuesday, April 7th",2020-04-07 16:05:44+00:00,63885,1062,1,Tuesday
591,"The Pat McAfee Show | Monday, April 6th",2020-04-06 16:05:46+00:00,67284,1092,0,Monday
592,"The Pat McAfee Show | Friday, April 3rd",2020-04-03 16:10:18+00:00,74165,1082,4,Friday
593,"The Pat McAfee Show | Thursday, April 2nd",2020-04-02 16:05:01+00:00,79075,1167,3,Thursday
594,"The Pat McAfee Show | Wednesday, April 1st",2020-04-01 16:11:48+00:00,89125,1435,2,Wednesday
595,"The Pat McAfee Show | Tuesday, March 31st",2020-03-31 16:08:43+00:00,68881,988,1,Tuesday
596,"The Pat McAfee Show | Monday, March 30th",2020-03-30 16:06:18+00:00,77807,1259,0,Monday
597,"The Pat McAfee Show | Friday, March 27th",2020-03-27 16:06:13+00:00,73329,1141,4,Friday
598,"The Pat McAfee Show | Thursday, March 26th",2020-03-26 16:44:39+00:00,72383,1239,3,Thursday
599,"The Pat McAfee Show | Wednesday, March 25th",2020-03-25 16:54:27+00:00,86093,1349,2,Wednesday
600,"The Pat McAfee Show | Tuesday, March 24th",2020-03-24 16:06:58+00:00,74529,1257,1,Tuesday
601,"The Pat McAfee Show | Monday, March 23rd",2020-03-23 16:21:27+00:00,80609,1241,0,Monday
602,"The Pat McAfee Show | Friday, March 20th",2020-03-20 16:11:00+00:00,62907,1337,4,Friday
603,"The Pat McAfee Show | Thursday, March 19th",2020-03-19 16:05:29+00:00,101705,1585,3,Thursday
604,"The Pat McAfee Show | Wednesday, March 18th",2020-03-18 16:14:58+00:00,83319,1681,2,Wednesday
605,"The Pat McAfee Show | Tuesday, March 17th",2020-03-17 16:13:54+00:00,82653,1504,1,Tuesday
606,"The Pat McAfee Show | Monday, March 16th",2020-03-16 16:16:29+00:00,78100,1166,0,Monday
607,"The Pat McAfee Show | Friday, March 13th",2020-03-13 16:13:42+00:00,86095,1310,4,Friday
608,"The Pat McAfee Show | Thursday, March 12th",2020-03-12 16:15:53+00:00,91814,1268,3,Thursday
609,"The Pat McAfee Show | Wednesday, March 11th",2020-03-11 16:17:23+00:00,59628,921,2,Wednesday
610,"The Pat McAfee Show | Tuesday, March 10th",2020-03-10 16:17:37+00:00,60361,799,1,Tuesday
611,"The Pat McAfee Show | Monday, March 9th",2020-03-09 16:17:37+00:00,76407,1011,0,Monday
612,"The Pat McAfee Show | Friday, March 6th",2020-03-06 17:26:23+00:00,70738,1462,4,Friday
613,"The Pat McAfee Show | Thursday, March 5th",2020-03-05 17:35:49+00:00,68550,1044,3,Thursday
614,"The Pat McAfee Show | Wednesday, March 4th",2020-03-04 17:16:34+00:00,70969,980,2,Wednesday
615,"The Pat McAfee Show | Tuesday, March 3rd",2020-03-03 17:26:30+00:00,74888,1265,1,Tuesday
616,"The Pat McAfee Show | Monday, March 2nd",2020-03-02 17:15:22+00:00,80587,1282,0,Monday
617,"The Pat McAfee Show | Friday, February 28th",2020-02-28 17:17:16+00:00,110357,1348,4,Friday
618,"The Pat McAfee Show | Thursday, February 27th",2020-02-27 17:55:42+00:00,69247,1006,3,Thursday
619,"The Pat McAfee Show | Wednesday, February 26th",2020-02-26 17:24:33+00:00,67006,784,2,Wednesday
620,"The Pat McAfee Show | Tuesday, February 25th",2020-02-25 17:13:35+00:00,60853,958,1,Tuesday
621,"The Pat McAfee Show | Monday, February 24th",2020-02-24 17:34:14+00:00,66137,963,0,Monday
622,"The Pat McAfee Show | Friday, February 21st",2020-02-21 17:59:38+00:00,174689,3174,4,Friday
623,"The Pat McAfee Show | Thursday, February 20th",2020-02-20 17:33:41+00:00,42598,625,3,Thursday
624,"The Pat McAfee Show | Wednesday, February 19th",2020-02-19 17:16:09+00:00,57525,878,2,Wednesday
625,"The Pat McAfee Show | Tuesday, February 18th",2020-02-18 17:09:09+00:00,83245,1213,1,Tuesday
626,"The Pat McAfee Show | Monday, February 17th",2020-02-17 21:09:52+00:00,27687,426,0,Monday
627,"The Pat McAfee Show | Friday, February 14th",2020-02-14 17:14:45+00:00,42811,598,4,Friday
628,"The Pat McAfee Show | Thursday, February 13th",2020-02-13 17:12:20+00:00,54839,725,3,Thursday
629,"The Pat McAfee Show | Wednesday, February 12th",2020-02-12 17:22:35+00:00,47645,681,2,Wednesday
630,"The Pat McAfee Show | Tuesday, February 11th",2020-02-11 17:10:29+00:00,44366,638,1,Tuesday
631,"The Pat McAfee Show | Monday, February 10th",2020-02-10 17:13:30+00:00,80881,1348,0,Monday
632,"The Pat McAfee Show | Friday, February 7th",2020-02-07 17:14:51+00:00,69534,961,4,Friday
633,"The Pat McAfee Show | Thursday, February 6th",2020-02-06 17:11:00+00:00,58982,890,3,Thursday
634,"The Pat McAfee Show | Wednesday, February 5th",2020-02-05 17:12:17+00:00,56938,766,2,Wednesday
635,"The Pat McAfee Show | Tuesday, February 4th",2020-02-04 17:12:42+00:00,68929,886,1,Tuesday
636,"The Pat McAfee Show | Monday, February 3rd",2020-02-03 17:12:59+00:00,83682,1251,0,Monday
637,The Pat McAfee Show | Friday January 31st,2020-01-31 17:14:53+00:00,77008,1344,4,Friday
638,"The Pat McAfee Show | Thursday, January 30th",2020-01-30 17:13:37+00:00,53966,936,3,Thursday
639,"The Pat McAfee Show | Wednesday, January 29th",2020-01-29 17:12:30+00:00,64683,781,2,Wednesday
640,"The Pat McAfee Show | Tuesday, January 28th",2020-01-28 17:14:42+00:00,57060,891,1,Tuesday
641,"The Pat McAfee Show | Monday, January 27th",2020-01-27 16:24:52+00:00,94474,2115,0,Monday
642,"The Pat McAfee Show | Friday, January 24th",2020-01-24 17:08:52+00:00,74177,1066,4,Friday
643,"The Pat McAfee Show | Thursday, January 23rd",2020-01-23 17:41:47+00:00,60485,868,3,Thursday
644,"The Pat McAfee Show | Wednesday, January 22nd",2020-01-22 18:39:09+00:00,72897,904,2,Wednesday
645,"The Pat McAfee Show | Tuesday, January 21st",2020-01-21 17:11:32+00:00,76282,1027,1,Tuesday
646,"The Pat McAfee Show | Monday, January 20th",2020-01-20 17:08:22+00:00,80134,1048,0,Monday
647,"The Pat McAfee Show | Friday, January 17th",2020-01-17 17:25:30+00:00,73591,1030,4,Friday
648,"The Pat McAfee Show | Thursday, January 16th",2020-01-16 17:17:38+00:00,61171,888,3,Thursday
649,"The Pat McAfee Show | Wednesday, January 15th",2020-01-15 17:16:36+00:00,61506,806,2,Wednesday
650,"The Pat McAfee Show | Tuesday, January 14th",2020-01-14 17:11:28+00:00,87297,1127,1,Tuesday
651,"The Pat McAfee Show | Monday, January 13th",2020-01-13 17:15:45+00:00,74459,1013,0,Monday
652,"The Pat McAfee Show | Friday, January 10",2020-01-10 17:11:17+00:00,85076,1138,4,Friday
653,"The Pat McAfee Show | Thursday, January 9th",2020-01-09 17:12:58+00:00,70529,1040,3,Thursday
654,"The Pat McAfee Show | Wednesday, January 8th",2020-01-08 17:12:48+00:00,74747,1053,2,Wednesday
655,"The Pat McAfee Show | Tuesday, January 7th",2020-01-07 17:14:39+00:00,75439,1130,1,Tuesday
656,"The Pat McAfee Show | Monday, January 6th",2020-01-06 17:07:12+00:00,98625,1337,0,Monday
657,"The Pat McAfee Show | Friday, January 3rd",2020-01-03 17:11:18+00:00,98618,1334,4,Friday
658,"The Pat McAfee Show | Thursday, January 2nd",2020-01-02 17:14:33+00:00,74490,991,3,Thursday
659,"The Pat McAfee Show | Wednesday, January 1st",2020-01-01 17:09:47+00:00,69951,1219,2,Wednesday
660,"The Pat McAfee Show | Tuesday, December 31st",2019-12-31 17:12:49+00:00,60279,1035,1,Tuesday
661,"The Pat McAfee Show | Monday, Decemeber 30th",2019-12-30 17:13:53+00:00,99713,1269,0,Monday
662,"The Pat McAfee Show | Friday, December 27th",2019-12-27 17:05:54+00:00,44212,696,4,Friday
663,"The Pat McAfee Show | Monday, December 23rd",2019-12-23 17:37:12+00:00,77734,1035,0,Monday
664,"The Pat McAfee Show | Friday, December 20th",2019-12-20 17:15:09+00:00,41486,530,4,Friday
665,"The Pat McAfee Show | Thursday, December 19th",2019-12-19 17:15:15+00:00,53870,639,3,Thursday
666,"The Pat McAfee Show | Wednesday, December 18th",2019-12-18 17:10:03+00:00,100902,831,2,Wednesday
667,"The Pat McAfee Show | Tuesday, December 17th",2019-12-17 17:20:43+00:00,62253,779,1,Tuesday
668,"The Pat McAfee Show | Monday, December 16th",2019-12-16 17:11:49+00:00,63942,722,0,Monday
669,"The Pat McAfee Show | Friday, December 13th",2019-12-13 17:45:48+00:00,61840,842,4,Friday
